Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S05586,0.8087756608860708,0.0,18,Reading/Writing,0,0.0,0.296551075658226,0.5078773374391186,86,0,High,22,6,C
S05587,0.06397626298637621,1.0,26,Visual,9,0.7037388928501376,0.3518694464250689,0.6138782461831306,58,1,Low,6,7,A
S05588,0.332332870175502,1.0,48,Auditory,12,0.6092769286550869,0.5361636972164766,0.48048410732998803,62,1,High,20,10,B
S05589,0.6065735204214686,1.0,20,Visual,2,0.0,0.5337846979708923,0.5891879670662237,99,0,High,15,6,B
S05590,0.13433898333023542,1.0,25,Visual,1,0.0,0.384209492324473,0.9134200039223848,69,1,High,1,10,B
S05591,0.39604795257242237,0.0,47,Visual,20,0.622361068328092,0.47299441192935004,0.4817561687994421,86,1,Medium,14,7,B
S05592,0.5372900315521527,0.0,5,Visual,18,0.0,0.7936541323213226,0.2853638734037216,94,1,Medium,9,6,C
S05593,0.11254926399472977,0.0,46,Reading/Writing,7,0.6190209519710134,0.6190209519710136,0.47006253330386266,73,0,Medium,13,5,B
S05594,0.4162226394981866,1.0,17,Visual,11,0.7630748390800084,0.21366095494240245,0.4458974104716046,80,1,High,1,8,C
S05595,0.5699694880792638,0.0,19,Auditory,9,0.5699694880792637,0.18239023618536448,0.5630305205418003,52,1,Low,15,8,A
S05596,0.34197974181093926,1.0,10,Kinesthetic,1,0.0,0.5868372369475717,0.7339427181481284,50,0,Medium,25,5,A
S05597,0.44089257943404325,1.0,41,Kinesthetic,19,0.6062272967218093,0.35161183209864955,0.5607774225462312,69,1,High,9,4,A
S05598,0.3212069012536094,1.0,9,Visual,8,0.0,0.9422069103439208,0.09524843666547333,55,1,Low,4,6,D
S05599,0.5114644451491445,1.0,31,Visual,1,0.6251232107378432,0.06251232107378438,0.5862740847581923,62,1,High,26,9,A
S05600,0.5655159318778202,0.0,20,Visual,3,0.6911861389617802,0.0,0.4499482771380143,86,1,Medium,12,4,B
S05601,0.5741038114691728,,20,Reading/Writing,1,0.5741038114691727,0.47076512540472176,0.3452387927446941,61,0,High,16,7,B
S05602,0.9049272046266903,1.0,48,Kinesthetic,16,0.0,0.3649873058660984,0.21884017200489328,99,1,Medium,16,6,D
S05603,0.5881716976750462,1.0,41,Kinesthetic,7,0.0,0.8087360843031886,0.0,98,1,Medium,11,7,D
S05604,0.17857456048691178,1.0,45,Reading/Writing,9,0.0,0.05892960496068087,0.9821600826780146,82,1,Medium,5,5,A
S05605,0.16584274569973537,0.0,26,Visual,3,0.0,0.5655237628360975,0.8078855471949441,91,1,High,10,5,A
S05606,0.06550297697802543,1.0,45,Reading/Writing,19,0.7205327467582788,0.5908368523417888,0.3570066312701117,56,0,Medium,11,7,C
S05607,0.5024249026614656,0.0,41,Kinesthetic,3,0.6140748810306801,0.3316004357565673,0.5104139581543865,94,1,Low,14,5,A
S05608,0.3664972874442018,1.0,7,Auditory,14,0.8062940323772438,0.08062940323772447,0.4572401677263435,79,1,Medium,19,9,C
S05609,0.49194451000674594,0.0,44,Visual,19,0.6764237012592755,0.21645558440296822,0.5035757693035819,81,1,Medium,28,7,B
S05610,0.32241317211986564,1.0,21,Kinesthetic,20,0.8866362233296301,0.14186179573274094,0.2996684581914793,95,0,Medium,1,4,C
S05611,0.5633472097313471,0.0,36,Visual,14,0.0,0.061968193070448326,0.8238931146304654,57,1,Medium,29,9,C
S05612,0.4515283310214328,1.0,9,Kinesthetic,13,0.0,0.09933623282471529,0.886709918255792,67,1,Low,1,6,B
S05613,0.7373452058039773,0.0,31,Visual,11,0.0,0.2064566576251137,0.6431933581747847,51,1,Low,29,8,A
S05614,0.494978706566942,0.0,46,Kinesthetic,12,0.604973974692929,0.6049739746929291,0.1516873756572896,100,1,Medium,13,4,D
S05615,0.07924560695717861,,27,Visual,1,0.0,0.6973613412231712,0.7123252722916745,98,1,Low,5,10,B
S05616,0.24121410670170662,0.0,20,Kinesthetic,8,0.663338793429693,0.5174042588751606,0.48382872254257775,83,1,Medium,8,9,B
S05617,0.6625971155630461,0.0,42,Auditory,6,0.0,0.3061198673901273,0.6835610354873823,52,1,High,28,9,A
S05618,0.5673734086282345,1.0,26,Reading/Writing,20,0.5673734086282343,0.4538987269025876,0.3874929368122304,79,1,Low,26,4,B
S05619,0.4753842190713891,1.0,49,Kinesthetic,16,0.8715377349642132,0.034861509398568614,0.11496301994027408,98,1,Low,21,10,D
S05620,0.3480463523099484,0.0,31,Reading/Writing,20,0.0,0.5168488331802734,0.7821323547098211,59,1,Low,7,10,B
S05621,0.6419868125838403,0.0,46,Auditory,10,0.0,0.7667156790287005,0.0,71,1,Medium,8,4,D
S05622,0.9812918429062282,1.0,48,Reading/Writing,2,0.0,0.18889867975944902,0.03719687931581711,51,0,Medium,9,10,D
S05623,0.8342795888871882,0.0,47,Auditory,0,0.0,0.5506245286655443,0.028110425078099348,68,1,High,8,4,D
S05624,0.5281009589685934,1.0,42,Auditory,18,0.6454567276282809,0.12909134552565626,0.5364982892854541,55,0,Low,2,6,A
S05625,0.34409040394448615,1.0,10,Visual,7,0.6308324072315576,0.4668159813513529,0.5154950120561128,65,1,Low,11,8,B
S05626,0.4652010533422938,0.0,13,Auditory,7,0.852868597794205,0.1023442317353046,0.21384291687188747,80,1,High,0,7,D
S05627,0.5905612832652843,1.0,11,Auditory,8,0.5905612832652842,0.24803573897141942,0.49086965032381397,52,0,Medium,16,7,A
S05628,0.8342379867881153,1.0,10,Kinesthetic,6,0.0,0.1284726499653698,0.536229204361892,82,0,Low,8,6,C
S05629,0.5344824623401675,0.0,31,Auditory,20,0.5344824623401674,0.459654917612544,0.46623422398638703,54,1,Low,29,9,A
S05630,0.2509494101918925,1.0,35,Auditory,9,0.9201478373702722,0.12882069723183817,0.27158346575565995,83,0,High,22,9,D
S05631,0.7423664144333595,1.0,18,Kinesthetic,18,0.0,0.05938931315466882,0.6673567383374308,90,1,Medium,23,5,A
S05632,0.13798069076231834,1.0,35,Visual,3,0.0,0.7588937991927501,0.6364287316923611,96,0,Low,10,8,C
S05633,0.5927233476380871,0.0,13,Kinesthetic,2,0.5927233476380871,0.5453054798270403,0.0,79,0,Medium,10,9,D
S05634,0.0,0.0,26,Kinesthetic,13,0.8443106247716592,0.0,0.535854055595076,71,1,Low,26,7,B
S05635,0.40761075343632885,0.0,36,Reading/Writing,19,0.6405311839713737,0.1152956131148473,0.6405311839713738,58,0,High,10,5,A
S05636,0.45974148888899646,0.0,32,Kinesthetic,10,0.6321445472223699,0.6068587653334754,0.1440606599633757,85,1,Medium,5,8,D
S05637,0.28694154396213045,0.0,13,Reading/Writing,1,0.7890892458958586,0.536580687209184,0.08416577971036467,80,1,Medium,17,7,D
S05638,0.12690116896686093,0.0,30,Kinesthetic,0,0.6979564293177347,0.32105995748615807,0.6274339963596717,65,0,Medium,24,9,A
S05639,0.5115580686190516,0.0,32,Visual,19,0.6252376394232851,0.5502091226924911,0.21132003687559525,52,1,High,25,5,C
S05640,0.7999816168785984,1.0,28,Reading/Writing,12,0.0,0.02514227938761318,0.5994975216324908,62,1,Medium,14,10,C
S05641,0.4710813265788242,0.0,30,Reading/Writing,4,0.7402706560524376,0.2072757836946826,0.4325719466518649,79,1,Low,17,8,C
S05642,0.5482163598062716,0.0,22,Kinesthetic,12,0.0,0.6432405288393587,0.534509536771069,86,0,Medium,6,5,C
S05643,0.5916113552308493,1.0,26,Visual,11,0.0,0.6941573234708633,0.4100507464127884,87,1,Medium,2,7,C
S05644,0.7189453733778357,1.0,15,Reading/Writing,10,0.0,0.47450394642937155,0.5079011271119179,84,0,Low,3,5,C
S05645,0.24892300614813476,1.0,45,Visual,11,0.6845382669073705,0.6023936748784862,0.3264453378684128,71,1,Medium,12,6,C
S05646,0.21748899740733985,0.0,46,Kinesthetic,0,0.7974596571602458,0.07974596571602467,0.557133029141723,66,1,Medium,29,5,B
S05647,0.4072103986371972,1.0,8,Visual,20,0.7465523975015279,0.47779353440097805,0.2203464261363839,55,0,Medium,5,6,D
S05648,0.13593028141148467,1.0,28,Kinesthetic,16,0.0,0.6878072239421119,0.7130527198520739,54,1,Medium,19,9,C
S05649,0.44657203523258143,1.0,45,Reading/Writing,9,0.818715397926399,0.3602347750876157,0.02257036472951028,55,0,Medium,15,7,D
S05650,0.5447383929670803,0.0,15,Auditory,6,0.0,0.818923384093844,0.18062274001888384,53,1,Medium,15,8,D
S05651,0.2713852110490527,0.0,27,Visual,17,0.0,0.9353743607490684,0.2267705282375398,89,1,Low,19,6,D
S05652,0.07226182061836996,0.0,37,Visual,11,0.7948800268020686,0.4292352144731172,0.42273053228774277,84,1,Low,19,9,C
S05653,0.32311936212528025,1.0,6,Visual,16,0.7108625966756164,0.6113418331410303,0.12856675121942227,87,0,Medium,8,6,D
S05654,0.06384473806909018,1.0,8,Auditory,13,0.7022921187599911,0.18259595087759772,0.6851046256387398,96,0,Medium,12,4,A
S05655,0.5556244004409514,,6,Visual,8,0.5556244004409513,0.44449952035276113,0.4300967654789236,89,0,Medium,0,4,B
S05656,0.2108170249477974,1.0,36,Visual,12,0.7729957581419235,0.0,0.5983592064026029,66,1,Medium,28,9,B
S05657,0.06437765170146661,1.0,22,Visual,13,0.708154168716132,0.637338751844519,0.29693855709328076,78,0,Medium,14,10,C
S05658,0.40055878815147766,0.0,11,Auditory,10,0.8812293339332504,0.1938704534653152,0.15937931334816516,69,1,Medium,27,9,D
S05659,0.1900957904354564,0.0,31,Reading/Writing,4,0.6970178982633399,0.6551968243675397,0.2207866873205151,94,1,Medium,21,7,C
S05660,0.5809916272071985,1.0,25,Reading/Writing,17,0.6390907899279181,0.0,0.503995725521994,93,1,Low,15,10,B
S05661,0.6249936402858053,1.0,6,Reading/Writing,5,0.0,0.4874950394229281,0.6096979056387968,77,1,High,12,4,A
S05662,0.9266009345407408,0.0,7,Auditory,15,0.0,0.0,0.37604615156683363,53,1,High,18,8,D
S05663,0.0,1.0,37,Kinesthetic,5,0.8944271909999159,0.447213595499958,0.0,87,1,Low,6,8,D
S05664,0.35346425956121547,0.0,13,Kinesthetic,20,0.7776213710346739,0.46657282262080446,0.22951649551753614,96,0,Low,28,10,D
S05665,0.33374290680982466,0.0,30,Visual,15,0.6118619958180117,0.5384385563198504,0.473629065087779,88,1,Medium,7,8,B
S05666,0.35457864118852234,1.0,25,Visual,15,0.7800730106147489,0.45244234615655454,0.24709514104428554,63,1,Medium,12,9,C
S05667,0.7899359196534801,0.0,11,Reading/Writing,6,0.0,0.36495039487990777,0.49276003502537635,72,1,Medium,17,4,C
S05668,0.6008955691271084,0.0,15,Visual,0,0.0,0.4494698857070771,0.6609851260398192,60,0,High,7,9,A
S05669,0.2629062216297729,1.0,19,Reading/Writing,11,0.0,0.4241553708960336,0.8665867180890814,76,1,Low,30,5,A
S05670,0.3992652831321098,0.0,10,Kinesthetic,16,0.7319863524088677,0.23423563277083778,0.49991687500327736,97,1,High,30,8,B
S05671,0.5995540555194862,1.0,9,Kinesthetic,15,0.5995540555194859,0.2398216222077945,0.4728165167820345,90,0,Low,21,7,B
S05672,0.27562201201922776,1.0,47,Visual,2,0.757960533052876,0.5912092157812435,0.0,63,0,Low,6,9,D
S05673,0.0,0.0,7,Visual,16,0.0,0.9432820903005863,0.3319923163540936,55,1,Medium,29,9,C
S05674,0.39302729368334965,0.0,29,Kinesthetic,19,0.6176143186452635,0.494091454916211,0.4689943858971775,62,0,Low,21,10,B
S05675,0.3156504866371017,1.0,17,Auditory,7,0.6944310706016236,0.24999518541658455,0.5963494493477555,80,1,Low,14,7,A
S05676,0.9103261820959355,1.0,19,Kinesthetic,7,0.0,0.20027176006110597,0.36221190526080776,80,1,Medium,30,7,D
S05677,0.08910194640395704,0.0,22,Reading/Writing,1,0.9801214104435263,0.0,0.17726495405809622,52,1,Medium,2,7,D
S05678,0.42971677241911416,0.0,41,Kinesthetic,0,0.6752692138014648,0.040516152828087904,0.598091486106985,54,1,Low,22,8,A
S05679,0.5347834735091868,0.0,43,Kinesthetic,12,0.6536242454001172,0.5098269114120915,0.1638856390492575,57,0,Low,19,8,D
S05680,0.5555502554559948,0.0,19,Kinesthetic,8,0.0,0.052380452657279496,0.8298314297748655,99,1,Medium,0,10,A
S05681,0.20861497741304472,0.0,18,Kinesthetic,13,0.7649215838478304,0.5660419720473946,0.22576812805039148,50,1,High,0,7,D
S05682,0.314728042297268,1.0,26,Visual,8,0.8655021163174867,0.29427071954794565,0.2554546724145303,85,1,High,25,4,D
S05683,0.38413200065074077,0.0,44,Reading/Writing,15,0.0,0.3718397766299171,0.8450904014316296,60,1,Low,10,7,A
S05684,0.3032357156320463,0.0,24,Kinesthetic,16,0.8338982179881272,0.2334915010366757,0.39767270681426753,54,1,Medium,5,5,C
S05685,0.17288832140078778,1.0,10,Visual,12,0.6339238451362216,0.4310682146926308,0.6184095577953445,88,1,Medium,5,7,A
S05686,0.2635699238385513,0.0,40,Kinesthetic,0,0.7248172905560157,0.4638830659558502,0.43587072817313255,97,0,Low,4,6,B
S05687,0.4066255444253322,0.0,42,Visual,15,0.8945761977357305,0.17891523954714622,0.048769151348703334,91,1,Medium,16,9,D
S05688,0.6303712090765297,0.0,17,Kinesthetic,8,0.0,0.5547266639873463,0.543056596524583,77,1,Low,7,9,D
S05689,0.30107567009750197,0.0,29,Reading/Writing,10,0.0,0.5961298267930539,0.7443001212434562,84,0,Medium,2,5,A
S05690,0.07449070538587568,1.0,23,Reading/Writing,9,0.0,0.6227422970259202,0.7788730103848736,53,1,Low,21,4,A
S05691,0.7783312410184162,0.0,18,Auditory,4,0.0,0.6278538677548557,0.0,66,1,High,1,4,D
S05692,0.2814521384650106,0.0,7,Reading/Writing,17,0.0,0.7585135131632037,0.5877430936236401,68,0,High,17,8,B
S05693,0.2597492089455479,1.0,40,Kinesthetic,6,0.5714482596802053,0.5714482596802054,0.5286058280695469,76,1,Low,17,6,A
S05694,0.30006193167238293,1.0,15,Kinesthetic,6,0.8251703120990529,0.47859878101745085,0.0,95,0,High,15,7,D
S05695,0.5397591888888377,0.0,36,Kinesthetic,16,0.6597056753085794,0.052776454024686406,0.5202529056875084,66,1,Medium,25,10,B
S05696,0.0,1.0,30,Reading/Writing,6,0.0,0.6482747072286298,0.7614065300269196,70,1,High,11,5,A
S05697,0.0,1.0,20,Visual,20,0.7246990633777688,0.1594337939431092,0.6703671627461257,95,1,High,28,5,A
S05698,0.4278870292037868,0.0,10,Reading/Writing,19,0.5883446651552067,0.3530067990931241,0.5883446651552068,75,0,Medium,14,8,A
S05699,0.6222269291896239,1.0,42,Auditory,8,0.6844496221085861,0.23271287151691938,0.30034493972267057,82,1,Medium,23,6,C
S05700,0.2479124263261136,1.0,12,Visual,15,0.6817591723968122,0.17725738482317122,0.6650741907874361,88,1,Medium,22,4,A
S05701,0.516087452743421,1.0,25,Reading/Writing,5,0.0,0.709620247522204,0.4796799406138773,62,1,High,22,9,C
S05702,0.06414364226034537,1.0,47,Visual,5,0.7055800648637982,0.014111601297276018,0.7055800648637983,86,1,Medium,7,10,A
S05703,0.23691778374561168,0.0,38,Kinesthetic,11,0.868698540400576,0.4343492702002881,0.023948301139191275,89,1,High,12,4,D
S05704,0.06481181473218192,1.0,42,Visual,4,0.7129299620540003,0.4277579772324004,0.5518635798735483,85,1,Medium,23,7,B
S05705,0.33293140354561945,0.0,19,Visual,7,0.6103742398336354,0.549336815850272,0.4634965270982513,89,0,High,23,8,B
S05706,0.7185514173406449,1.0,20,Reading/Writing,18,0.0,0.49400409942169327,0.4895342790778928,82,1,Medium,22,9,C
S05707,0.0959695284162282,1.0,19,Visual,11,0.0,0.7811919613080969,0.6168703017678638,64,0,Medium,25,7,C
S05708,0.07182719427609814,1.0,47,Reading/Writing,18,0.7900991370370787,0.4266535340000226,0.43422456142067667,65,1,High,4,4,C
S05709,0.56300162765766,1.0,23,Kinesthetic,0,0.6193017904234259,0.1857905371270278,0.5147585219762902,75,1,Low,8,6,A
S05710,0.4065559885890304,1.0,46,Reading/Writing,3,0.0,0.2325500254729254,0.8835342176706785,84,1,High,18,6,A
S05711,0.9215803982176299,0.0,31,Kinesthetic,9,0.0,0.18247291884709074,0.3426269159135889,56,1,Low,14,4,C
S05712,0.10362820892806972,0.0,20,Kinesthetic,10,0.0,0.0227982059641754,0.9943547838267665,78,1,High,7,10,A
S05713,0.0,1.0,47,Reading/Writing,7,0.7153247094046999,0.6867117210285122,0.12937376981884777,57,1,High,9,4,D
S05714,0.0,1.0,33,Reading/Writing,4,0.0,0.9265146198637826,0.3762587662482703,65,1,Low,11,10,C
S05715,0.0,1.0,43,Auditory,10,0.8157924097328355,0.1957901783358806,0.5441956911713813,79,1,Medium,20,7,B
S05716,0.7361412774599284,1.0,45,Auditory,19,0.0,0.30770705397825016,0.6028369502209454,75,1,Medium,17,6,B
S05717,0.4720244275602834,0.0,20,Kinesthetic,2,0.7417526718804451,0.474721710003485,0.040437749640337486,54,0,Medium,2,5,D
S05718,0.0,0.0,13,Kinesthetic,5,0.0,0.4325151201248178,0.901626680430107,98,1,Medium,30,5,B
S05719,0.2988983534807069,1.0,15,Kinesthetic,12,0.8219704720719438,0.06575763776575558,0.4803126590085,84,1,Low,23,8,C
S05720,0.24387002354853018,0.0,15,Reading/Writing,3,0.6706425647584578,0.30849557978889075,0.6289645770624552,69,1,Low,24,9,A
S05721,0.1895375364272918,,20,Reading/Writing,3,0.6949709669000697,0.31968664477403214,0.6155414905627218,88,1,Medium,18,10,A
S05722,0.5139576200530995,1.0,12,Auditory,4,0.0,0.6461181509238966,0.5642507419897987,78,0,Medium,11,8,B
S05723,0.5189271424306068,1.0,39,Kinesthetic,16,0.5189271424306067,0.4670344281875462,0.4932626932833472,86,1,High,2,6,A
S05724,0.2839842277286138,1.0,12,Kinesthetic,1,0.7809566262536878,0.5466696383775816,0.10301462414611165,69,0,Low,26,10,D
S05725,0.37398180142449206,1.0,45,Reading/Writing,16,0.6856333026115686,0.2331153228879334,0.5793978191088567,97,0,High,6,7,A
S05726,0.16942630706814857,1.0,26,Auditory,6,0.9318446888748166,0.31682719421743777,0.05080089854866274,51,1,Medium,1,7,D
S05727,0.3558565483908388,0.0,22,Kinesthetic,2,0.6524036720498709,0.652403672049871,0.1486775516311979,78,1,Low,0,7,D
S05728,0.6332377902572627,0.0,39,Visual,1,0.773957299203321,0.0,0.0,97,1,High,17,7,D
S05729,0.0,1.0,15,Reading/Writing,10,0.0,0.7234884941439443,0.6903364388769636,87,1,Medium,18,7,A
S05730,0.06464157128087895,0.0,13,Reading/Writing,7,0.7110572840896676,0.5972881186353209,0.36532986374295157,81,1,Low,7,10,C
S05731,0.8571234650984063,0.0,24,Reading/Writing,1,0.0,0.5028457661910651,0.1117385385684886,59,0,High,5,6,D
S05732,0.1354796912750309,0.0,46,Kinesthetic,10,0.7451383020126695,0.5812078755698824,0.2976769549381377,87,0,Medium,25,10,C
S05733,0.6250481715221711,1.0,14,Kinesthetic,1,0.0,0.5806003015472613,0.5217452185885557,96,1,Low,11,10,B
S05734,0.6917072938585664,1.0,43,Auditory,13,0.0,0.6847902209199808,0.22935425209754184,56,1,High,16,6,D
S05735,0.4605875208478082,1.0,12,Visual,6,0.0,0.08106340366921432,0.8839048932010909,64,1,Medium,5,9,A
S05736,0.12898410685178144,0.0,40,Auditory,5,0.0,0.028376503507391997,0.9912405733364344,98,1,Medium,17,7,B
S05737,0.45079487796305684,0.0,6,Reading/Writing,20,0.826457276265604,0.33058291050624167,0.06683777218859105,92,1,Medium,20,6,D
S05738,0.34939529469942904,1.0,48,Kinesthetic,7,0.7686696483387436,0.2920944663687227,0.44916669787670405,50,1,Low,28,7,C
S05739,0.45665126357199687,1.0,10,Reading/Writing,10,0.0,0.7702184645581014,0.4452338041207779,66,0,Medium,22,4,C
S05740,0.4246769248640228,0.0,18,Visual,18,0.0,0.896917665312816,0.12324046063628856,84,0,Medium,10,10,D
S05741,0.14424798391741483,0.0,12,Visual,1,0.7933639115457812,0.20627461700190317,0.5542715989235395,92,1,Medium,11,9,B
S05742,0.5081766074388915,1.0,18,Kinesthetic,16,0.0,0.5749655329880029,0.6412263028975966,60,1,Medium,28,7,B
S05743,0.7575609485863459,0.0,27,Visual,15,0.0,0.6249877825837356,0.1883923586508245,79,1,Medium,11,7,D
S05744,0.5003162065256936,1.0,43,Auditory,19,0.5503478271782628,0.40725739211191464,0.5300399788488664,68,1,Medium,18,6,A
S05745,0.8285784752259192,1.0,11,Reading/Writing,1,0.0,0.06076242151656741,0.5565659336715945,96,1,High,5,6,C
S05746,0.6044222578694209,,33,Visual,5,0.7387383151737366,0.2954953260694947,0.04027341750315282,93,1,Low,25,7,D
S05747,0.4384108636161333,1.0,35,Kinesthetic,19,0.0,0.6062595942577386,0.6635097731260622,66,1,Medium,26,8,A
S05748,0.4031148567842991,0.0,34,Visual,4,0.5542829280784112,0.5099402938321385,0.5198362671139722,87,1,Medium,25,7,A
S05749,0.3370769351217019,,20,Kinesthetic,15,0.7415692572677439,0.4597729395060014,0.3536425039249914,67,1,Medium,28,7,C
S05750,0.5694783464900787,1.0,24,Reading/Writing,15,0.0,0.2756275197011981,0.7744184161435543,89,1,Low,19,6,B
S05751,0.9002324329425263,0.0,5,Reading/Writing,17,0.0,0.0,0.43540965386447267,65,1,Low,9,8,D
S05752,0.07999469648132747,0.0,31,Reading/Writing,10,0.879941661294601,0.01759883322589209,0.4679677364114382,86,0,Low,7,6,C
S05753,0.36513877094550057,1.0,17,Auditory,16,0.8033052960801009,0.03213221184320412,0.4694057948131169,51,1,Medium,24,10,C
S05754,0.17857456048691184,1.0,36,Visual,13,0.9821600826780146,0.058929604960680886,0.0,78,0,Low,1,5,D
S05755,0.13635753472078327,0.0,44,Visual,2,0.0,0.7349671121450216,0.6642514334121361,97,1,Medium,30,8,A
S05756,0.42952637238073704,0.0,21,Reading/Writing,13,0.0,0.22678992461702915,0.8741129363655743,100,1,Low,17,5,A
S05757,0.5767267306309248,1.0,19,Kinesthetic,18,0.5767267306309247,0.415243246054266,0.4029213359426948,82,0,Medium,28,4,B
S05758,0.4043821752823652,0.0,29,Visual,2,0.556025491013252,0.46706141245113186,0.5560254910132522,74,1,Low,16,9,A
S05759,0.8346094065617252,0.0,27,Kinesthetic,13,0.0,0.5508422083307387,0.0,59,1,Medium,1,5,D
S05760,0.23279163284186308,1.0,16,Auditory,17,0.0,0.793819467990753,0.5618351252081853,54,1,Medium,6,8,C
S05761,0.14173714868830467,0.0,18,Reading/Writing,16,0.7795543177856752,0.3741860725371242,0.48186142138862087,53,1,Medium,3,7,B
S05762,0.29311569036322743,0.0,48,Kinesthetic,1,0.6448545187991002,0.5674719765432082,0.4197873241123584,98,0,High,10,9,B
S05763,0.6222070129939604,0.0,35,Kinesthetic,15,0.6222070129939603,0.04977656103951688,0.47248191492727704,98,1,Low,21,4,B
S05764,0.44053521876052965,0.0,20,Kinesthetic,11,0.692269629480832,0.3045986369715662,0.4836436203292129,54,1,Medium,22,8,B
S05765,0.1349976309537928,0.0,28,Reading/Writing,0,0.74248697024586,0.2227460910737581,0.6171490237887021,87,1,Low,23,5,A
S05766,0.2252131749084292,0.0,6,Kinesthetic,17,0.8257816413309069,0.08257816413309078,0.5104356506915508,89,0,Medium,7,4,B
S05767,0.0,1.0,6,Reading/Writing,19,0.765704864789611,0.6431920864232733,0.0,52,0,Medium,18,9,D
S05768,0.4047832769443541,1.0,9,Reading/Writing,16,0.0,0.5046298185906283,0.7625609778210395,98,0,Low,23,10,C
S05769,0.3839178112194548,1.0,11,Reading/Writing,19,0.7038493205690002,0.26746274181622015,0.5344781846840614,62,1,Low,18,8,B
S05770,0.5888184036818737,1.0,23,Kinesthetic,7,0.7196669378334012,0.3598334689167006,0.07676106254084313,89,1,Low,23,6,D
S05771,0.510485087123645,1.0,43,Reading/Writing,10,0.0,0.7701032171465274,0.3825519713253784,61,1,Medium,5,5,C
S05772,0.4448612511926106,1.0,10,Auditory,10,0.0,0.8074231709145884,0.38751295495451027,72,0,Low,25,10,C
S05773,0.47116033711622207,1.0,7,Visual,18,0.8637939513797401,0.08637939513797412,0.15622594657706815,89,0,Medium,24,5,D
S05774,0.24999255197249637,1.0,44,Kinesthetic,11,0.6874795179243649,0.4262373011131064,0.5321629445316316,54,1,Medium,19,8,B
S05775,0.3311408927790304,0.0,14,Auditory,13,0.7285099641138667,0.20398278995188274,0.5639237206571164,56,1,Medium,5,6,B
S05776,0.127077514282158,0.0,13,Auditory,13,0.6989263285518685,0.5172054831283829,0.4773382247870051,70,1,Medium,0,9,B
S05777,0.19548168760340032,1.0,18,Reading/Writing,13,0.7167661878791344,0.5017363315153941,0.4430505562149931,85,1,Low,10,8,B
S05778,0.5891052085452495,1.0,9,Visual,7,0.7200174771108604,0.24480594221769267,0.27312988956662587,51,1,High,29,7,C
S05779,0.6383020890500385,0.0,48,Kinesthetic,5,0.0,0.7623150663511887,0.10698683436918588,54,1,Low,3,9,D
S05780,0.46100629278908994,1.0,10,Visual,15,0.8451782034466645,0.27045702510293274,0.0,52,1,Low,29,6,D
S05781,0.6147473761307419,0.0,37,Auditory,11,0.7513579041597956,0.0300543161663919,0.23799937284946396,76,1,Low,28,7,C
S05782,0.13251451961136448,1.0,44,Auditory,11,0.7288298578625042,0.6122170806045037,0.2764727592302534,97,1,Low,29,8,C
S05783,0.6425059415478581,,30,Kinesthetic,16,0.642505941547858,0.08995083181670019,0.4077757692738551,85,0,Medium,24,10,B
S05784,0.06863448919653471,0.0,27,Visual,9,0.754979381161881,0.6492822677992179,0.06105716693934004,55,0,Medium,30,5,D
S05785,0.4056718450075011,1.0,25,Auditory,5,0.743731715847085,0.014874634316941759,0.5311047300347628,62,1,Medium,7,4,B
S05786,0.42599257360108117,0.0,7,Visual,15,0.0,0.4685918309611893,0.7739199074795581,88,0,Medium,14,5,C
S05787,0.45943433946167705,0.0,45,Reading/Writing,1,0.7219682477254923,0.04331809486352955,0.5155632644564476,65,1,Low,29,4,B
S05788,0.7504294533047359,1.0,7,Visual,18,0.0,0.6438684709354634,0.14929510289350845,93,1,Low,15,5,D
S05789,0.2982815745101976,0.0,25,Auditory,13,0.6562194639224345,0.22311461773362784,0.6562194639224346,67,1,Low,18,7,A
S05790,0.0,1.0,9,Visual,17,0.0,1.0,0.0,82,1,Medium,11,4,D
S05791,0.08875943064640389,1.0,25,Kinesthetic,8,0.9763537371104416,0.19527074742208844,0.026916142053046033,61,1,Low,5,7,D
S05792,0.5541335646686292,1.0,35,Visual,8,0.761933651419365,0.33525080662452067,0.0,91,1,Low,28,10,D
S05793,0.08039499586695936,1.0,18,Auditory,12,0.0,0.45985937635900714,0.8843449545365523,67,1,Medium,8,10,A
S05794,0.29472549841470347,1.0,32,Auditory,5,0.0,0.43226406434156506,0.8522233623077438,74,0,Low,18,10,B
S05795,0.12875200715838864,0.0,35,Auditory,6,0.708136039371137,0.16995264944907296,0.6731139334033178,78,1,Low,29,9,A
S05796,0.06876278193286398,0.0,5,Visual,0,0.0,0.6504959170848926,0.7563906012615029,72,1,Medium,18,10,A
S05797,0.13845185461861098,,18,Reading/Writing,8,0.76148520040236,0.5634990482977466,0.28886016701577005,94,1,Medium,16,5,C
S05798,0.5529510227294973,0.0,45,Visual,12,0.6082461250024468,0.206803682500832,0.5305789807238934,98,1,High,18,8,A
S05799,0.5879021732625819,0.0,33,Visual,10,0.0,0.3880154343533041,0.7097993078164769,88,1,Medium,14,7,A
